TITLE,RATING,RUNTIME,IMDB_RATING,GENRE,RELEASE_YEAR,DESCRIPTION,DIRECTOR,STARS,VOTES,TYPE
Dear Christmas,TV-G,86.0,6.0,"Comedy, Drama, Romance",2020.0,"Natalie has a hit podcast based on love, but she isn't so expert at finding it herself until Chris Massey enters her life and shakes things up. Not to mention his name.",Emily Moss Wilson,"Melissa Joan Hart, Ed Begley Jr., Faith Prince, Nicky Whelan, ","1,446",Movie
Little Women,Approved,122.0,7.2,"Drama, Family, Romance",1949.0,The four daughters of a New England family fight for happiness during and after the Civil War.,Mervyn LeRoy,"June Allyson, Peter Lawford, Margaret O'Brien, Elizabeth Taylor, ","8,101",Movie
A Royal Christmas,TV-G,90.0,6.5,"Comedy, Family, Romance",2014.0,"Prince Leopold, heir to the throne of Cordinia, wishes to marry his young love Emily Taylor, a humble seamstress from Philadelphia. But Leopold's mother, Queen Isadora has other plans for her son.",Alex Zamm,"Lacey Chabert, Jane Seymour, Stephen Hagan, Katherine Flynn, ","4,886",Movie
Journey Back to Christmas,TV-G,84.0,7.0,"Drama, Family, Fantasy",2016.0,A WWII-era nurse is transported in time to 2016 and meets a man who helps her discover the bonds of family and that the true meaning of Christmas is timeless.,Mel Damski,"Candace Cameron Bure, Oliver Hudson, Brooke Nevin, Meghan Heffern, ","3,196",Movie
Christmas by Starlight,TV-G,84.0,7.1,"Comedy, Drama, Romance",2020.0,"When her family's beloved café is slated for demolition, Annie vows to put a stop to it before Christmas.",Gary Yates,"Kimberley Sustad, Paul Campbell, Darren Martens, Bruce Dawson, ","2,262",Movie
The Mistletoe Promise,TV-G,84.0,6.6,"Comedy, Drama, Family",2016.0,Two self-confessed 'Christmasphobes' sign a contract which will mutually benefit them over the holiday season.,David Winning,"Jaime King, Luke Macfarlane, Christie Laing, Lochlyn Munro, ","3,660",Movie
The Christmas Shepherd,TV-G,84.0,6.7,"Drama, Romance",2014.0,The search for a missing dog leads to a new romance.,Terry Ingram,"Teri Polo, Martin Cummins, Jordyn Ashley Olson, Jill Teed, ","1,341",Movie
Christmas Wonderland,TV-G,120.0,5.9,"Comedy, Drama, Romance",2018.0,"""Heidi (Osment), who initially left her small town of Pleasant Valley with the dream of one day becoming a successful painter, has put her own art on hold to excel as an art gallery curator...                See full summary »",Sean Olson,"Emily Osment, Ryan Rottman, Kelly Hu, Jacob Buster, ","3,432",Movie
Silver Bells,TV-G,95.0,6.4,"Drama, Family",2005.0,"Manhattanite Catherine O'Mara (Heche) bonds with a young man who has run away from his father. When the father returns to New York a year later to sell his Christmas trees, he and Catherine cross paths.",Dick Lowry,"Anne Heche, Tate Donovan, Michael Mitchell, Courtney Jines, ","1,312",Movie
The Case of the Christmas Diamond,Not Rated,90.0,5.2,"Comedy, Drama, Mystery",2022.0,"Andy finds herself accused of theft when a multimillion-dollar gem suddenly goes missing from her rich friend's estate. With the help of a famous mystery writer, Andy must find the real culprit amid the litany of wealthy guests.",Peter Sullivan,"William Baldwin, Kelly Daly, Dey Young, Tryphena Wade, ",257,Movie
Christmas with a Prince,TV-PG,86.0,5.3,"Comedy, Drama, Romance",2018.0,"Pediatric specialist Tasha Miller is focused on keeping the kids in her ward as healthy as possible. But when the handsome Prince Alexander Cavalieri breaks his leg on a nearby ski-slope, ...                See full summary »",Justin G. Dyck,"Kaitlyn Leeb, Nick Hounslow, Josh Dean, Melinda Shankar, ","1,993",Movie
The Santa Con,Not Rated,88.0,6.0,"Comedy, Drama, Family",2014.0,Small-time con man Nick DeMarco is ordered by his parole officer to take a minimum-wage job as a department store Santa during the holidays... and he hates it. Near the end of his first ...                See full summary »,Melissa Joan Hart,"Barry Watson, Melissa Sagemiller, Scott Grimes, Melissa Joan Hart, ",716,Movie
Christmas at Holly Lodge,TV-G,84.0,6.5,"Comedy, Drama, Romance",2017.0,"Sophie Bennett, the owner, tries to convince a developer that the lodge would be a bad investment.",Jem Garrard,"Alison Sweeney, Jordan Bridges, Sheryl Lee Ralph, Yan-Kay Crystal Lowe, ","1,778",Movie
A Song for Christmas,TV-G,89.0,5.9,"Comedy, Drama, Family",2017.0,"Two single parents stumble into the possibility of love for Christmas, not knowing that their daughters are embroiled in a nasty rivalry at school.",Christie Will Wolf,"Kelli Williams, Jonathan Scarfe, Pippa Mackie, Kayla Wallace, ",981,Movie
Switched for Christmas,TV-G,83.0,6.6,"Drama, Romance",2017.0,"When identical twin sisters are stuck planning their respective Christmas parties, they're convinced the grass is greener on the other side and decide to swap lives for the holidays.",Lee Friedlander,"Candace Cameron Bure, Eion Bailey, Mark Deklin, Natasha Bure, ","3,315",Movie
My Christmas Family Tree,TV-G,84.0,7.6,"Drama, Romance",2021.0,"When Vanessa receives the results from her Family Tree DNA test, she discovers a family she didn't know existed and travels to their home for Christmas.",Jason Bourque,"Aimee Teegarden, Andrew W. Walker, James Tupper, Kendall Cross, ","2,399",Movie
Call Me Mrs  Miracle,Not Rated,87.0,6.8,"Comedy, Drama, Family",2010.0,A family-owned department store is struggling to sell toys during the holidays when a mysterious employee shows up and begins to work miracles.,Michael M. Scott,"Doris Roberts, Jewel Staite, Eric Johnson, Quinn Lord, ","2,413",Movie
A Godwink Christmas: Miracle of Love,TV-G,84.0,6.2,"Comedy, Drama, Romance",2021.0,"Brought together by community service, Eric and Joy find new purpose at Christmas. As they help a family rebuild their home, coincidences and a medical miracle lead them to believe in destiny.",Heather Hawthorn Doyle,"Katherine Barrell, Alberto Frezza, Josh Ssettuba, Faith Wright, ",879,Movie
Naughty & Nice,TV-PG,88.0,5.9,"Comedy, Romance",2014.0,"A cynical radio host is banished to Colorado, where he has an on-air spat with a hopeless romantic. Soon, their antagonistic relationship sparks the interest of the whole town.",Sam Irvin,"Haylie Duff, Tilky Jones, Maureen McCormick, Eric Petersen, ","1,697",Movie
Candy Coated Christmas,Not Rated,83.0,5.8,"Comedy, Romance",2021.0,"A rich L.A. marketing executive heads to a small town during the Christmas season to arrange for the sale of a property she owns, unbeknownst to her tenants.",Ellie Kanner,"Molly McCook, Aaron O'Connell, Lee Garlington, Landry Townsend, ",607,Movie
Christmas in Evergreen: Tidings of Joy,TV-G,85.0,6.4,Romance,2019.0,A skeptical writer shows up in Evergreen to get the scoop on the town's famed passion for Christmas during a search for a long-lost time capsule.,Sean McNamara,"Maggie Lawson, Paul Greene, Rukiya Bernard, Holly Robinson Peete, ","1,802",Movie
Kirk Cameron's Saving Christmas,PG,79.0,1.3,"Comedy, Family",2014.0,"His annual Christmas party faltering thanks to his cynical brother-in-law, former Growing Pains star Kirk Cameron attempts to save the day by showing him that Jesus Christ remains a crucial component of the over-commercialized holiday..",Darren Doane,"Kirk Cameron, Darren Doane, Bridgette Cameron, Ben Kientz, ","16,639",Movie
Christmas Ever After,TV-G,87.0,6.1,"Drama, Romance",2020.0,Sparks fly during Christmastime when a romance novelist meets a handsome man who looks like the leading character in her books.,Pat Kiely,"Ali Stroker, Daniel di Tomasso, Bill Marchant, Melia Charlotte Cressaty, ",867,Movie
Christmas in Connecticut,Not Rated,93.0,4.8,"Comedy, Romance",1992.0,"Elizabeth, the star of a successful cooking show, is set to do a live show on Christmas, where she'll cook a Christmas dinner. But what no one knows is that she can't cook.",Arnold Schwarzenegger,"Dyan Cannon, Kris Kristofferson, Tony Curtis, Richard Roundtree, ","1,573",Movie
Window Wonderland,TV-G,86.0,6.7,"Comedy, Drama, Romance",2013.0,"A department-store window decorator learns there is a vacancy for her dream job in the run-up to Christmas, only to find a professional rival has his eye on it too.",Michael M. Scott,"Chyler Leigh, Paul Campbell, Naomi Judd, Terence Kelly, ","2,389",Movie
A Very Country Christmas,PG,84.0,6.1,"Comedy, Drama, Romance",2017.0,A country music star leaves it all behind to get back to his roots and find his way back to what he really loves. What he doesn't expect to find - is true love.,Justin G. Dyck,"Greyston Holt, Bea Santos, Greg Vaughan, Deana Carter, ","1,960",Movie
Christmas Plus One,TV-PG,92.0,6.2,"Comedy, Romance",2022.0,"When sisters Cara and Amy make a pact to find their soulmates by next Christmas, they're not expecting to be so lucky. One year later, Amy's wedding approaches and Cara finds her soulmate but quickly loses him. Will her wish come true?",Meeshelle Neal,"Emily Alatalo, Corey Sevier, Andrew Bushell, Leighton Alexander Williams, ",473,Movie
Christmas at Rosemont,TV-14,95.0,6.7,Drama,2015.0,"In a raging snowstorm five days before Christmas, two young people meet by chance: Lisa, 19, pregnant and scared, and Brad, a professional snowboarder.",Daniel Petrie Jr.,"Lochlyn Munro, Brad Dourif, Lauren Swickard, Michael Gross, ",899,Movie
Flipping for Christmas,Not Rated,90.0,5.8,Romance,2023.0,"Before Christmas, Abigail agrees to help her sister with what she believes will be an easy flip of an inherited home. Things get tricky Bo has a different idea.",Katherine Barrell,"Ashley Newbrough, Marcus Rosner, Natalie Lisinska, Eman Ayaz, ",673,Movie
Christmas in Wonderland,PG,95.0,4.7,"Comedy, Crime, Family",2006.0,"Three children and their father move from Los Angeles, California to Edmonton, Alberta. When they go shopping at West Edmonton Mall, they find counterfeit cash, inadvertently help catch crooks, and make a discovery about Santa.",James Orr,"Matthew Knight, Chris Kattan, Cameron Bright, Preston Lacy, ","2,434",Movie
Just Another Christmas,Not Rated,100.0,6.7,"Comedy, Drama",2020.0,"Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.",Roberto Santucci,"Arianne Botelho, Ashley Adler, Kevin Andrew Rivera, Neto Cajado, ","5,320",Movie
Coming Home for Christmas,TV-G,86.0,6.6,"Drama, Romance",2017.0,"Lizzie Richfield lands a job as house manager for the exquisite Ashford Estate in Virginia. While preparing the place for sale, Lizzie plans one final Christmas Eve gala for the Marley family, though they seem to be a family in name only.",Mel Damski,"Danica McKellar, Neal Bledsoe, Andrew Francis, Lindsay Maxwell, ","2,367",Movie
A Christmas Star,Not Rated,84.0,6.5,Romance,2021.0,An astronomer predicts that a new meteor shower will appear over a tiny town. Can she convince the locals to help with her discovery at the expense of a Christmas tradition?,Jessica Harmon,"Sara Canning, Daniel Lissing, Joanne Wilson, Juliette Hawk, ",938,Movie
"A Godwink Christmas: Second Chance, First Love",TV-G,87.0,6.7,"Drama, Family, Romance",2020.0,"After 15 years, a single father moves home from Hawaii with his two sons, and through a series of coincidences--or Godwinks--ends up stuck in traffic next to his high school sweetheart.",Heather Hawthorn Doyle,"Brooke D'Orsay, Sam Page, Michele Scarabelli, Rhys Slack, ","1,260",Movie
Christmas in Toyland,Not Rated,85.0,6.4,"Comedy, Romance",2022.0,A toy company data analyst tries to save hundreds of jobs right before Christmas to help keep the in-person experience alive.,Bill Corcoran,"Vanessa Lengies, Jesse Hutch, Lara Amersey, Elena V. Wolfe, ",827,Movie
Another Christmas Coincidence,TV-G,85.0,6.9,"Drama, Romance",2019.0,"Is it divine intervention/Godwink, coincidences or a meddling mom, when Alice, managing the family clothing store, and Jack, medical sales, keep bumping into each other before Christmas?",Paul Ziller,"Cindy Busby, Benjamin Hollingsworth, Kathie Lee Gifford, Hilary Jardine, ","1,811",Movie
One Delicious Christmas,Not Rated,84.0,6.0,"Drama, Romance",2022.0,"Follows Abby, who inherited the property of Haven Restaurant and Inn, but being unable to manage both, she must team up with with hot shot chef Preston Weaver to ""shake up"" the holiday menu and get an investment from a restaurant mogul.",Stacey N. Harding,"Bert Cardozo, Judy Deboer, Elana Dunkelman, Bobby Flay, ",183,Movie
Unlocking Christmas,TV-G,85.0,6.4,"Mystery, Romance",2020.0,"When a mysterious key and a holiday riddle arrive on their doorsteps, Kate and Kevin embark on a Christmas romance adventure they'll never forget.",Don McBrearty,"Taylor Cole, Steve Lund, Elena Juatco, Darryl Hinds, ","1,381",Movie
Just in Time for Christmas,TV-G,96.0,6.4,"Comedy, Romance",2015.0,A psychology professor's offered her dream job at Yale incl. her thesis published and is proposed to by her BFF on the same day. She gets a glimpse of her life 3 years in a future where she said yes to the job and no to the BFF's proposal.,Sean McNamara,"Eloise Mumford, Michael Stahl-David, Tess Atkins, Laura Soltis, ","2,848",Movie
The Christmas Star,TV-G,94.0,6.1,"Drama, Family",1986.0,A counterfeiter finds the true meaning of the holidays.,Alan Shapiro,"Edward Asner, Rene Auberjonois, Jim Metzler, Susan Tyrrell, ",805,Movie
Christmas on the Range,TV-G,90.0,6.2,"Romance, Western",2019.0,Kendall's one holiday wish is to keep the family ranch solvent. Her rival's charming son offers help-and maybe more-but can he be trusted?,Gary Wheeler,"Erin Cahill, Nicholas Gonzalez, A Martinez, Lindsay Wagner, ",698,Movie
Let It Snow,TV-G,82.0,6.6,"Drama, Family, Romance",2013.0,An executive examines her company's new property and prepares a presentation to transform the rustic lodge into a new hot spot.,Harvey Frost,"Candace Cameron Bure, Jesse Hutch, Alan Thicke, Gabrielle Rose, ","3,220",Movie
Return to Christmas Creek,TV-G,86.0,6.1,"Drama, Romance",2018.0,"With Christmas approaching, a career-focused Chicago app developer returns to her small hometown to rediscover the meaning of Christmas. There she reunites with her estranged uncle and her childhood best friend, who she begins falling for.",Don McBrearty,"Tori Anderson, Stephen Huszar, Steven Weber, Kari Matchett, ","2,351",Movie
The Fabric of Christmas,Not Rated,91.0,6.3,Romance,2023.0,"Liam, a fireman, and Amy, a quilting teacher, team up to make a Christmas quilt for Liam's sister's wedding. As they navigate their feelings for each other, they must decide what is truly important in time for the holiday season.",Don McBrearty,"Ferelith Young, Harmon Walsh, Alia DeSantis, Kyana Teresa, ",169,Movie
Wrapped Up in Christmas,TV-PG,87.0,6.0,"Comedy, Drama, Romance",2017.0,A mall manager is tasked with cancelling the leases of underperforming stores at Christmas. She soon discovers that she's falling for a store owner's nephew as he helps his aunt try to get through the holidays.,Peter Sullivan,"Tatyana Ali, Brendan Fehr, Kim Fields, Cindy Pickett, ",920,Movie
